TyreLife,CompoundEnc,RaceLapPct,Stint,FuelLoad,IsWarmup,TrackTemp,AirTemp,CircuitThrottlePct,CircuitBrakePct,CircuitAvgSpeed,Driver,Team,LapTimeSec,Compound,Circuit,Year,LapNumber,TyreLife
4.0,0,0.045454545454545456,2.0,105.5,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,HAM,Mercedes,87.495,SOFT,Spanish Grand Prix,2022,3.0,4.0
2.0,1,0.045454545454545456,2.0,105.5,1,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,MAG,Haas F1 Team,87.537,MEDIUM,Spanish Grand Prix,2022,3.0,2.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,LEC,Ferrari,87.671,SOFT,Spanish Grand Prix,2022,4.0,4.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,VER,Red Bull Racing,87.601,SOFT,Spanish Grand Prix,2022,4.0,7.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,RUS,Mercedes,88.177,SOFT,Spanish Grand Prix,2022,4.0,7.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,PER,Red Bull Racing,88.119,SOFT,Spanish Grand Prix,2022,4.0,7.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,SAI,Ferrari,88.127,SOFT,Spanish Grand Prix,2022,4.0,7.0
6.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,MSC,Haas F1 Team,90.6,SOFT,Spanish Grand Prix,2022,4.0,6.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,BOT,Alfa Romeo,88.499,SOFT,Spanish Grand Prix,2022,4.0,7.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,RIC,McLaren,89.651,SOFT,Spanish Grand Prix,2022,4.0,7.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,OCO,Alpine,89.087,SOFT,Spanish Grand Prix,2022,4.0,4.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,NOR,McLaren,89.647,SOFT,Spanish Grand Prix,2022,4.0,4.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,TSU,AlphaTauri,89.457,SOFT,Spanish Grand Prix,2022,4.0,4.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,GAS,AlphaTauri,89.589,SOFT,Spanish Grand Prix,2022,4.0,4.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,VET,Aston Martin,89.876,SOFT,Spanish Grand Prix,2022,4.0,7.0
7.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,STR,Aston Martin,89.978,SOFT,Spanish Grand Prix,2022,4.0,7.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,ALO,Alpine,89.627,SOFT,Spanish Grand Prix,2022,4.0,4.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,ZHO,Alfa Romeo,89.824,SOFT,Spanish Grand Prix,2022,4.0,4.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,ALB,Williams,90.224,SOFT,Spanish Grand Prix,2022,4.0,4.0
4.0,0,0.06060606060606061,1.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,LAT,Williams,90.425,SOFT,Spanish Grand Prix,2022,4.0,4.0
5.0,0,0.06060606060606061,2.0,104.0,0,49.4,36.9,46.71731774657509,20.409066681129865,193.6659965831922,HAM,Mercedes,88.327,SOFT,Spanish Grand Prix,2022,4.0,5.0
3.0,1,0.06060606060606061,2.0,104.0,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,MAG,Haas F1 Team,87.693,MEDIUM,Spanish Grand Prix,2022,4.0,3.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,LEC,Ferrari,87.891,SOFT,Spanish Grand Prix,2022,5.0,5.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,VER,Red Bull Racing,87.937,SOFT,Spanish Grand Prix,2022,5.0,8.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,RUS,Mercedes,88.503,SOFT,Spanish Grand Prix,2022,5.0,8.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,PER,Red Bull Racing,88.534,SOFT,Spanish Grand Prix,2022,5.0,8.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,SAI,Ferrari,88.385,SOFT,Spanish Grand Prix,2022,5.0,8.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,BOT,Alfa Romeo,88.999,SOFT,Spanish Grand Prix,2022,5.0,8.0
7.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,MSC,Haas F1 Team,90.017,SOFT,Spanish Grand Prix,2022,5.0,7.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,RIC,McLaren,90.979,SOFT,Spanish Grand Prix,2022,5.0,8.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,OCO,Alpine,88.992,SOFT,Spanish Grand Prix,2022,5.0,5.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,NOR,McLaren,89.915,SOFT,Spanish Grand Prix,2022,5.0,5.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,TSU,AlphaTauri,90.038,SOFT,Spanish Grand Prix,2022,5.0,5.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,GAS,AlphaTauri,89.981,SOFT,Spanish Grand Prix,2022,5.0,5.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,VET,Aston Martin,90.074,SOFT,Spanish Grand Prix,2022,5.0,8.0
8.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,STR,Aston Martin,91.223,SOFT,Spanish Grand Prix,2022,5.0,8.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,ALO,Alpine,89.174,SOFT,Spanish Grand Prix,2022,5.0,5.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,ZHO,Alfa Romeo,90.451,SOFT,Spanish Grand Prix,2022,5.0,5.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,ALB,Williams,90.495,SOFT,Spanish Grand Prix,2022,5.0,5.0
5.0,0,0.07575757575757576,1.0,102.5,0,49.5,37.0,46.71731774657509,20.409066681129865,193.6659965831922,LAT,Williams,90.854,SOFT,Spanish Grand Prix,2022,5.0,5.0
6.0,0,0.07575757575757576,2.0,102.5,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,HAM,Mercedes,89.321,SOFT,Spanish Grand Prix,2022,5.0,6.0
4.0,1,0.07575757575757576,2.0,102.5,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,MAG,Haas F1 Team,88.24,MEDIUM,Spanish Grand Prix,2022,5.0,4.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,LEC,Ferrari,87.427,SOFT,Spanish Grand Prix,2022,6.0,6.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,VER,Red Bull Racing,87.761,SOFT,Spanish Grand Prix,2022,6.0,9.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,RUS,Mercedes,88.655,SOFT,Spanish Grand Prix,2022,6.0,9.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,PER,Red Bull Racing,88.708,SOFT,Spanish Grand Prix,2022,6.0,9.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,SAI,Ferrari,88.613,SOFT,Spanish Grand Prix,2022,6.0,9.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,BOT,Alfa Romeo,88.984,SOFT,Spanish Grand Prix,2022,6.0,9.0
8.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,MSC,Haas F1 Team,90.939,SOFT,Spanish Grand Prix,2022,6.0,8.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,OCO,Alpine,88.76,SOFT,Spanish Grand Prix,2022,6.0,6.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,RIC,McLaren,89.981,SOFT,Spanish Grand Prix,2022,6.0,9.0
