TyreLife,CompoundEnc,RaceLapPct,Stint,FuelLoad,IsWarmup,TrackTemp,AirTemp,CircuitThrottlePct,CircuitBrakePct,CircuitAvgSpeed,Driver,Team,LapTimeSec,Compound,Circuit,Year,LapNumber,TyreLife
2.0,0,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,TSU,AlphaTauri,100.697,SOFT,Bahrain Grand Prix,2022,2.0,2.0
2.0,0,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,MSC,Haas F1 Team,100.722,SOFT,Bahrain Grand Prix,2022,2.0,2.0
5.0,0,0.03508771929824561,1.0,107.0,0,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,BOT,Alfa Romeo,100.817,SOFT,Bahrain Grand Prix,2022,2.0,5.0
2.0,0,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,HUL,Aston Martin,101.077,SOFT,Bahrain Grand Prix,2022,2.0,2.0
2.0,1,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,NOR,McLaren,102.279,MEDIUM,Bahrain Grand Prix,2022,2.0,2.0
2.0,0,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,STR,Aston Martin,101.019,SOFT,Bahrain Grand Prix,2022,2.0,2.0
2.0,0,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,LAT,Williams,102.298,SOFT,Bahrain Grand Prix,2022,2.0,2.0
2.0,0,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,ZHO,Alfa Romeo,101.229,SOFT,Bahrain Grand Prix,2022,2.0,2.0
2.0,1,0.03508771929824561,1.0,107.0,1,29.0,23.9,55.587845728589876,22.0863258667762,198.487162145791,RIC,McLaren,102.59,MEDIUM,Bahrain Grand Prix,2022,2.0,2.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,LEC,Ferrari,98.272,SOFT,Bahrain Grand Prix,2022,3.0,3.0
6.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,VER,Red Bull Racing,98.357,SOFT,Bahrain Grand Prix,2022,3.0,6.0
6.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,SAI,Ferrari,99.049,SOFT,Bahrain Grand Prix,2022,3.0,6.0
5.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,HAM,Mercedes,99.075,SOFT,Bahrain Grand Prix,2022,3.0,5.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,MAG,Haas F1 Team,101.224,SOFT,Bahrain Grand Prix,2022,3.0,3.0
6.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,PER,Red Bull Racing,99.473,SOFT,Bahrain Grand Prix,2022,3.0,6.0
6.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,RUS,Mercedes,99.725,SOFT,Bahrain Grand Prix,2022,3.0,6.0
6.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,GAS,AlphaTauri,99.968,SOFT,Bahrain Grand Prix,2022,3.0,6.0
